Site Building Name,Site Street No,Site Street 1,Site Street 2,Site Town,Site Postcode,MPAN Topline,Meter Number,Usage,Proposed Start Date,Energization Status,Annualised AQ,Status
,,,,,,,1217666022,1217666022,,,1217666022,Unfound
,,,,,,,1388833833,1388833833,,,1388833833,Unfound
,,,,,,,1268510136,1268510136,,,1268510136,Unfound
,,,,,,,3457877877,3457877877,,,3457877877,Unfound
,,,,,,,7766975718,7766975718,,,7766975718,Unfound
,,,,,,,1376346989,1376346989,,,1376346989,Unfound
,,,,,,,1642790661,1642790661,,,1642790661,Unfound
,,,,,,,1213590399,1213590399,,,1213590399,Unfound
,,,,,,,1253408868,1253408868,,,1253408868,Unfound
,,,,,,,1697476453,1697476453,,,1697476453,Unfound
,,,,,,,1235771128,1235771128,,,1235771128,Unfound
,,,,,,,1162550137,1162550137,,,1162550137,Unfound
,,,,,,,1619623700,1619623700,,,1619623700,Unfound
,,,,,,,1215588488,1215588488,,,1215588488,Unfound
,,,,,,,1142544400,1142544400,,,1142544400,Unfound
,,,,,,,1756709376,1756709376,,,1756709376,Unfound
,,,,,,,1217666687,1217666687,,,1217666687,Unfound
,,,,,,,1773528888,1773528888,,,1773528888,Unfound
,,,,,,,1279322399,1279322399,,,1279322399,Unfound
,,,,,,,1202471611,1202471611,,,1202471611,Unfound
,,,,,,,8006894171,8006894171,,,8006894171,Unfound
,,,,,,,1614064776,1614064776,,,1614064776,Unfound
,,,,,,,1827286882,1827286882,,,1827286882,Unfound
,,,,,,,1670522478,1670522478,,,1670522478,Unfound
,,,,,,,1908374832,1908374832,,,1908374832,Unfound
,,,,,,,1902651777,1902651777,,,1902651777,Unfound
,,,,,,,1259219923,1259219923,,,1259219923,Unfound
,,,,,,,1239711070,1239711070,,,1239711070,Unfound
,,,,,,,1767313896,1767313896,,,1767313896,Unfound
,,,,,,,1572723004,1572723004,,,1572723004,Unfound
,,,,,,,1159634233,1159634233,,,1159634233,Unfound
,,,,,,,163538002,163538002,,,163538002,Unfound
,,,,,,,1324813760,1324813760,,,1324813760,Unfound
,,,,,,,1992899255,1992899255,,,1992899255,Unfound
,,,,,,,1827287733,1827287733,,,1827287733,Unfound
,,,,,,,1142420303,1142420303,,,1142420303,Unfound
,,,,,,,1322286797,1322286797,,,1322286797,Unfound
,,,,,,,1793490556,1793490556,,,1793490556,Unfound
,,,,,,,1353698297,1353698297,,,1353698297,Unfound
,,,,,,,1263514286,1263514286,,,1263514286,Unfound
,,,,,,,1794324353,1794324353,,,1794324353,Unfound
,,,,,,,1253722729,1253722729,,,1253722729,Unfound
,,,,,,,1248712322,1248712322,,,1248712322,Unfound
,,,,,,,1179736580,1179736580,,,1179736580,Unfound
,,,,,,,1429867779,1429867779,,,1429867779,Unfound
,,,,,,,1189590363,1189590363,,,1189590363,Unfound
,,,,,,,1394382160,1394382160,,,1394382160,Unfound
,,,,,,,4817037,4817037,,,4817037,Unfound
,,,,,,,4554037,4554037,,,4554037,Unfound
,,,,,,,1432277330,1432277330,,,1432277330,Unfound
,,,,,,,1932345345,1932345345,,,1932345345,Unfound
,,,,,,,3801013,3801013,,,3801013,Unfound
,,,,,,,3801110,3801110,,,3801110,Unfound
,,,,,,,1283565255,1283565255,,,1283565255,Unfound
,,,,,,,1843843500,1843843500,,,1843843500,Unfound
,,,,,,,4576140,4576140,,,4576140,Unfound
,,,,,,,1280701555,1280701555,,,1280701555,Unfound
,,,,,,,4807203,4807203,,,4807203,Unfound
,,,,,,,1788825600,1788825600,,,1788825600,Unfound
,,,,,,,3801202,3801202,,,3801202,Unfound
,,,,,,,1974272246,1974272246,,,1974272246,Unfound
,,,,,,,1482591961,1482591961,,,1482591961,Unfound
,,,,,,,3800202,3800202,,,3800202,Unfound
,,,,,,,1603615779,1603615779,,,1603615779,Unfound
,,,,,,,1962733933,1962733933,,,1962733933,Unfound
,,,,,,,3815203,3815203,,,3815203,Unfound
,,,,,,,1704893284,1704893284,,,1704893284,Unfound
,,,,,,,900204,900204,,,900204,Unfound
,,,,,,,1747838325,1747838325,,,1747838325,Unfound
,,,,,,,1234341165,1234341165,,,1234341165,Unfound
,,,,,,,3801014,3801014,,,3801014,Unfound
,,,,,,,3136204,3136204,,,3136204,Unfound
,,,,,,,7801535153,7801535153,,,7801535153,Unfound
,,,,,,,4807204,4807204,,,4807204,Unfound
,,,,,,,1992715894,1992715894,,,1992715894,Unfound
,,,,,,,4069204,4069204,,,4069204,Unfound
,,,,,,,1490450227,1490450227,,,1490450227,Unfound
,,,,,,,3801201,3801201,,,3801201,Unfound
,,,,,,,1604634404,1604634404,,,1604634404,Unfound
,,,,,,,1207529663,1207529663,,,1207529663,Unfound
,,,,,,,3801204,3801204,,,3801204,Unfound
,,,,,,,1162478525,1162478525,,,1162478525,Unfound
,,,,,,,3802201,3802201,,,3802201,Unfound
,,,,,,,1929781443,1929781443,,,1929781443,Unfound
,,,,,,,"3801204
845801",,,,,Unfound
,,,,,,,1908972370,1908972370,,,1908972370,Unfound
,,,,,,,1162355734,1162355734,,,1162355734,Unfound
,,,,,,,7933166599,7933166599,,,7933166599,Unfound
,,,,,,,"3801204
845074",,,,,Unfound
,,,,,,,3339990131,3339990131,,,3339990131,Unfound
,,,,,,,1915169009,1915169009,,,1915169009,Unfound
,,,,,,,1142345100,1142345100,,,1142345100,Unfound
,,,,,,,7889376885,7889376885,,,7889376885,Unfound
,,,,,,,1773510711,1773510711,,,1773510711,Unfound
,,,,,,,1792366208,1792366208,,,1792366208,Unfound
,,,,,,,1738505601,1738505601,,,1738505601,Unfound
,,,,,,,1254882591,1254882591,,,1254882591,Unfound
,,,,,,,1462436396,1462436396,,,1462436396,Unfound
,,,,,,,7957772630,7957772630,,,7957772630,Unfound
,,,,,,,1162774767,1162774767,,,1162774767,Unfound
,,,,,,,1323430294,1323430294,,,1323430294,Unfound
,,,,,,,1494563373,1494563373,,,1494563373,Unfound
,,,,,,,1482338950,1482338950,,,1482338950,Unfound
,,,,,,,1843229403,1843229403,,,1843229403,Unfound
,,,,,,,29 2089 2232,29 2089 2232,,,,Unfound
,,,,,,,1989767619,1989767619,,,1989767619,Unfound
,,,,,,,1582706368,1582706368,,,1582706368,Unfound
,,,,,,,1204380522,1204380522,,,1204380522,Unfound
,,,,,,,1642211123,1642211123,,,1642211123,Unfound
,,,,,,,1225774780,1225774780,,,1225774780,Unfound
,,,,,,,1923240950,1923240950,,,1923240950,Unfound
,,,,,,,1536260933,1536260933,,,1536260933,Unfound
,,,,,,,1213269098,1213269098,,,1213269098,Unfound
,,,,,,,1915145586,1915145586,,,1915145586,Unfound
,,,,,,,1214727639,1214727639,,,1214727639,Unfound
,,,,,,,20 8658 7596,20 8658 7596,,,,Unfound
,,,,,,,1142433748,1142433748,,,1142433748,Unfound
,,,,,,,1530518900,1530518900,,,1530518900,Unfound
,,,,,,,8715591804,8715591804,,,8715591804,Unfound
,,,,,,,1642844550,1642844550,,,1642844550,Unfound
,,,,,,,1829732509,1829732509,,,1829732509,Unfound
,,,,,,,1253608470,1253608470,,,1253608470,Unfound
,,,,,,,864437/01638 71,,,,,Unfound
,,,,,,,68663003,,,,68663003,Unfound
,,,,,,,1610032037190,,,,,Unfound
,,,,,,,2000005339994,,,,,Unfound
,,,,,,,2334552723810,,,,,Unfound
,,,,,,,1591030809613,,,,,Unfound
,,,,,,,9081599003,,,,9081599003,Unfound
,,,,,,,59915407,,,,129788,Unfound
,,,,,,,2503036100,,,,2503036100,Unfound
,,,,,,,1100050525279,,,,,Unfound
,,,,,,,2464640004,,,,2464640004,Unfound
,,,,,,,1012569814186,,,,,Unfound
,,,,,,,52423002,,,,52423002,Unfound
,,,,,,,8842984406,,,,8842984406,Unfound
,,,,,,,17076603,,,,,Unfound
,,,,,,,1200042262252,,,,,Unfound
,,,,,,,1610020619552,,,,,Unfound
,,,,,,,1591059374482,,,,,Unfound
,,,,,,,8818988909,,,,8818988909,Unfound
,,,,,,,1591028847186,,,,,Unfound
,,,,,,,15501200,,,,15501200,Unfound
,,,,,,,2719623604,,,,1402,Unfound
,,,,,,,1591011430208,,,,,Unfound
,,,,,,,9155872004,,,,9155872004,Unfound
,,,,,,,1800030610968,,,,,Unfound
,,,,,,,1100039202258,,,,,Unfound
,,,,,,,1100005188810,,,,,Unfound
,,,,,,,21412905,,,,21412905,Unfound
,,,,,,,1630000493941,,,,,Unfound
,,,,,,,9326742104,,,,9326742104,Unfound
,,,,,,,3968032909,,,,3968032909,Unfound
,,,,,,,1160000364597,,,,,Unfound
,,,,,,,68906205,,,,68906205,Unfound
,,,,,,,1100005188820,,,,,Unfound
,,,,,,,1200021820681,,,,,Unfound
,,,,,,,1610013827923,,,,,Unfound
,,,,,,,8813728610,,,,8813728610,Unfound
,,,,,,,2336030776014,,,,,Unfound
,,,,,,,9309809405,,,,9309809405,Unfound
,,,,,,,1012484059144,,,,,Unfound
,,,,,,,8835462003,,,,8835462003,Unfound
,,,,,,,1100022065084,,,,,Unfound
,,,,,,,8854580903,,,,8854580903,Unfound
,,,,,,,4032358801,,,,,Unfound
,,,,,,,1900092161766,,,,,Unfound
,,,,,,,2706963001,,,,2706963001,Unfound
,,,,,,,8823523205,,,,8823523205,Unfound
,,,,,,,2000050385618,,,,,Unfound
,,,,,,,8869318203,,,,8869318203,Unfound
,,,,,,,54104007,,,,54104007,Unfound
,,,,,,,48449606,,,,48449606,Unfound
,,,,,,,50717301,,,,50717301,Unfound
,,,,,,,1012772802299,,,,,Unfound
,,,,,,,1012902730217,,,,,Unfound
,,,,,,,8812893710,,,,8812893710,Unfound
,,,,,,,2212347108,,,,2212347108,Unfound
,,,,,,,1460001303960,,,,,Unfound
,,,,,,,2330422230013,,,,,Unfound
,,,,,,,9187366309,,,,9187366309,Unfound
,,,,,,,1050001367240,,,,,Unfound
,,,,,,,3062601603,,,,3062601603,Unfound
,,,,,,,1012687944487,,,,,Unfound
,,,,,,,1200061373209,,,,,Unfound
,,,,,,,3062624301,,,,3062624301,Unfound
,,,,,,,1591028093535,,,,,Unfound
,,,,,,,5061534502,,,,,Unfound
,,,,,,,9296559901,,,,9296559901,Unfound
,,,,,,,8871144206,,,,8871144206,Unfound
,,,,,,,1100050657170,,,,,Unfound
,,,,,,,1630000720385,,,,,Unfound
,,,,,,,8912914710,,,,80435,Unfound
,,,,,,,8892001706,,,,8892001706,Unfound
,,,,,,,8904935307,,,,8904935307,Unfound
,,,,,,,4207314005,,,,4207314005,Unfound
,,,,,,,60389002,,,,60389002,Unfound
,,,,,,,58615300,,,,58615300,Unfound
,,,,,,,2535117308,,,,2535117308,Unfound
,,,,,,,1620001571823,,,,,Unfound
,,,,,,,3945860908,,,,3945860908,Unfound
,,,,,,,1376503500,,,,1376503500,Unfound
,,,,,,,1100039218736,,,,,Unfound
,,,,,,,45885903,,,,45885903,Unfound
,,,,,,,2199999171412,,,,,Unfound
,,,,,,,2778489007,,,,145727,Unfound
,,,,,,,2360441981813,,,,,Unfound
,,,,,,,1267046400,,,,1267046400,Unfound
,,,,,,,1600000029808,,,,,Unfound
,,,,,,,1281450501,,,,23177,Unfound
,,,,,,,2000025253533,,,,,Unfound
,,,,,,,8904100603,,,,79473,Unfound
,,,,,,,8832466209,,,,67454,Unfound
,,,,,,,2000006523748,,,,,Unfound
,,,,,,,1200034849110,,,,,Unfound
,,,,,,,1200010033399,,,,,Unfound
,,,,,,,1012345743127,,,,,Unfound
,,,,,,,50912602,,,,50912602,Unfound
,,,,,,,9324034201,,,,9324034201,Unfound
,,,,,,,505704603,,,,505704603,Unfound
,,,,,,,8816812008,,,,8816812008,Unfound
,,,,,,,61123810,,,,61123810,Unfound
,,,,,,,77717405,,,,77717405,Unfound
,,,,,,,1100014703732,,,,,Unfound
,,,,,,,2000022403870,,,,,Unfound
,,,,,,,3305282108,,,,3305282108,Unfound
,,,,,,,8826671303,,,,8826671303,Unfound
,,,,,,,622402310,,,,622402310,Unfound
,,,,,,,9220415309,,,,9220415309,Unfound
,,,,,,,519361210,,,,,Unfound
,,,,,,,60747002,,,,,Unfound
,,,,,,,2332150150410,,,,,Unfound
,,,,,,,3958504200,,,,3958504200,Unfound
,,,,,,,18847308,,,,126122,Unfound
,,,,,,,1800032067364,,,,,Unfound
,,,,,,,2320215371316,,,,,Unfound
,,,,,,,1012666784710,,,,,Unfound
,,,,,,,2324467061013,,,,,Unfound
,,,,,,,60139102,,,,43179,Unfound
,,,,,,,1300008883749,,,,,Unfound
,,,,,,,1800031705681,,,,,Unfound
,,,,,,,2750303104,,,,20133,Unfound
,,,,,,,19168910,,,,132058,Unfound
,,,,,,,1100000922685,,,,,Unfound
,,,,,,,57526509,,,,55254,Unfound
,,,,,,,4807202,,,,4807202,Unfound
,,,,,,,1288067605,,,,18421,Unfound
,,,,,,,2310490497815,,,,,Unfound
,,,,,,,1012946632610,,,,,Unfound
,,,,,,,1100013207831,,,,,Unfound
,,,,,,,49972009,,,,137117,Unfound
,,,,,,,1012863951520,,,,,Unfound
,,,,,,,2345190784418,,,,,Unfound
,,,,,,,88166910,,,,7659,Unfound
,,,,,,,2000025698576,,,,,Unfound
,,,,,,,1012491549090,,,,,Unfound
,,,,,,,1900017108670,,,,,Unfound
,,,,,,,12172506,,,,12172506,Unfound
,,,,,,,1100006870702,,,,,Unfound
,,,,,,,1591028892658,,,,,Unfound
,,,,,,,1100007334280,,,,,Unfound
,,,,,,,1410416530009,,,,,Unfound
,,,,,,,8832712108,,,,1,Unfound
,,,,,,,2200018833725,,,,,Unfound
,,,,,,,1610005203413,,,,,Unfound
,,,,,,,2164645700,,,,641,Unfound
,,,,,,,1100014649058,,,,,Unfound
,,,,,,,2200018712700,,,,,Unfound
,,,,,,,1100012555693,,,,,Unfound
,,,,,,,8815945000,,,,39404,Unfound
,,,,,,,2200011625831,,,,,Unfound
,,,,,,,2200017187380,,,,,Unfound
,,,,,,,58250005,,,,,Unfound
,,,,,,,1800032703505,,,,,Unfound
,,,,,,,1800018424288,,,,,Unfound
