Site Building Name,Site Street No,Site Street 1,Site Street 2,Site Town,Site Postcode,MPAN Topline,Meter Number,Usage,Proposed Start Date,Energization Status,Annualised AQ,Status
,,,,,,,1200050908361,,,,,Unfound
,,,,,,,2000003034188,,,,,Unfound
,,,,,,,1012403829620,,,,,Unfound
,,,,,,,1100005292344,,,,,Unfound
,,,,,,,8819875609,,,,22619,Unfound
,,,,,,,5065062103,,,,33210,Unfound
,,,,,,,8872401901,,,,8872401901,Unfound
,,,,,,,9091326108,,,,20584,Unfound
,,,,,,,1100025254413,,,,,Unfound
,,,,,,,1200050913798,,,,,Unfound
,,,,,,,1012715248930,,,,,Unfound
,,,,,,,2000003060684,,,,,Unfound
,,,,,,,1100005387146,,,,,Unfound
,,,,,,,9091417605,,,,391998,Unfound
,,,,,,,9158546500,,,,7735,Unfound
,,,,,,,571448207,,,,571448207,Unfound
,,,,,,,1100025693278,,,,,Unfound
,,,,,,,1012715286652,,,,,Unfound
,,,,,,,2000003104808,,,,,Unfound
,,,,,,,1012407543897,,,,,Unfound
,,,,,,,5065369803,,,,11906,Unfound
,,,,,,,8872583103,,,,8872583103,Unfound
,,,,,,,1200050971949,,,,,Unfound
,,,,,,,1100039227980,,,,,Unfound
,,,,,,,8927641306,,,,23594,Unfound
,,,,,,,1012726681773,,,,,Unfound
,,,,,,,1012410340004,,,,,Unfound
,,,,,,,1100005503380,,,,,Unfound
,,,,,,,5065484107,,,,14490,Unfound
,,,,,,,8820085910,,,,,Unfound
,,,,,,,8872663101,,,,357102,Unfound
,,,,,,,1100039233920,,,,,Unfound
,,,,,,,1012729663721,,,,,Unfound
,,,,,,,2000003333430,,,,,Unfound
,,,,,,,1012410490190,,,,,Unfound
,,,,,,,1100005554640,,,,,Unfound
,,,,,,,5065614902,,,,5065614902,Unfound
,,,,,,,1100039362591,,,,,Unfound
,,,,,,,8820109707,,,,54353,Unfound
,,,,,,,9091807910,,,,5,Unfound
,,,,,,,1012732573450,,,,,Unfound
,,,,,,,2000003489660,,,,,Unfound
,,,,,,,1200051126982,,,,,Unfound
,,,,,,,1100005625167,,,,,Unfound
,,,,,,,8820153407,,,,10213,Unfound
,,,,,,,5065777605,,,,17799,Unfound
,,,,,,,8872795006,,,,24674,Unfound
,,,,,,,9091826308,,,,182046,Unfound
,,,,,,,1012735331618,,,,,Unfound
,,,,,,,1012415413571,,,,,Unfound
,,,,,,,1100005735152,,,,,Unfound
,,,,,,,2000004200076,,,,,Unfound
,,,,,,,5065963905,,,,395977,Unfound
,,,,,,,8820235106,,,,32317,Unfound
,,,,,,,9091898603,,,,9091898603,Unfound
,,,,,,,574273808,,,,574273808,Unfound
,,,,,,,1100039510188,,,,,Unfound
,,,,,,,1012424491673,,,,,Unfound
,,,,,,,2000005186635,,,,,Unfound
,,,,,,,1100006051267,,,,,Unfound
,,,,,,,9158598901,,,,50646,Unfound
,,,,,,,8820255101,,,,16360,Unfound
,,,,,,,5065977108,,,,5065977108,Unfound
,,,,,,,1012742753719,,,,,Unfound
,,,,,,,8927735708,,,,1,Unfound
,,,,,,,9132039002,,,,21965,Unfound
,,,,,,,1100039642743,,,,,Unfound
,,,,,,,2000005205800,,,,,Unfound
,,,,,,,1200051527546,,,,,Unfound
,,,,,,,1100006090920,,,,,Unfound
,,,,,,,8820278001,,,,8820278001,Unfound
,,,,,,,5066307505,,,,5066307505,Unfound
,,,,,,,8872857810,,,,8872857810,Unfound
,,,,,,,1100039651650,,,,,Unfound
,,,,,,,1012424545725,,,,,Unfound
,,,,,,,1200051620556,,,,,Unfound
,,,,,,,1012753051501,,,,,Unfound
,,,,,,,1100006261728,,,,,Unfound
,,,,,,,2000005215019,,,,,Unfound
,,,,,,,1012425246303,,,,,Unfound
,,,,,,,5067606105,,,,23033,Unfound
,,,,,,,8820299301,,,,8820299301,Unfound
,,,,,,,8872892700,,,,8872892700,Unfound
,,,,,,,2000005351973,,,,,Unfound
,,,,,,,1012776349128,,,,,Unfound
,,,,,,,9092115706,,,,9092115706,Unfound
,,,,,,,1012426462540,,,,,Unfound
,,,,,,,1100006429745,,,,,Unfound
,,,,,,,8820366009,,,,56054,Unfound
